target,object_id,spect_id,z,sigma_star_kms,catalogue_sn,manifest_index,seed,logmass_q16,logmass_q50,logmass_q84,logZ_abs_q16,logZ_abs_q50,logZ_abs_q84,alpha_fe_q16,alpha_fe_q50,alpha_fe_q84,tau_dust_q16,tau_dust_q50,tau_dust_q84,age_q16,age_q50,age_q84,passed,joint_chi2,joint_ndof,spectrum_chi2,spectrum_ndof,photometry_chi2,photometry_ndof,ess,lnZ,lnZ_err,n_calls,n_samples,wall_time_s,joint_chi2_per_ndof
120758-M7_120758,120758,M7_120758,0.9365000128746033,244.1999969482422,9.800000190734863,159,20260989,11.231870988431986,11.262261873802451,11.287103025773442,-1.6746464958259293,-1.6436901656783653,-1.609205352281143,-0.06492125042487969,-0.04265038970608062,-0.02029588597864755,0.5359680198666359,0.5549905027960776,0.5760346714847506,3.186817887393224,3.4994324233759464,3.6983140718529603,True,4044.7786609880395,3784,3921.8731354140464,3772,122.90552557399303,12,3421.5667887291906,250423.28973967955,0.226670149847942,1157000,18300,1011.9989614002407,1.0689161366247462
121482-M7_121482,121482,M7_121482,0.9359999895095825,223.8000030517578,7.300000190734863,171,20261001,11.031364716231577,11.078621001495499,11.121364526303427,-1.8366171042651642,-1.7650352072465658,-1.70429335716356,0.06895191705645724,0.10114970036973642,0.13430308621951198,0.3877800464189733,0.4204554631398163,0.45070493887156343,3.1460349996520396,3.774038050103446,4.187679454125594,True,4451.295016098206,3830,4374.496550748472,3818,76.79846534973404,12,3786.17796950635,252852.07365224522,0.15202092456195213,1131000,17900,975.7470534564927,1.1622180198689833
122025-M7_122025,122025,M7_122025,0.7476999759674072,155.1999969482422,14.0,135,20260965,10.97325080335953,10.981692688152085,10.991161413825191,-1.6503050030818287,-1.6320335057802091,-1.6153147559155698,-0.04974034675595686,-0.0329352104478977,-0.016324932276370517,0.35179078210016246,0.3710701835930313,0.3923094740983523,2.9986810528402716,3.010313466637857,3.0586169421190923,True,4512.96837842255,3790,4425.456304701082,3778,87.51207372146754,12,3344.1869522564657,249367.49177218584,0.25739643552065905,1202500,19000,967.3654397865757,1.1907568280798284
122242-M7_122242,122242,M7_122242,0.6032000184059143,124.5,26.0,73,20260903,10.756378752940542,10.764788467138148,10.773549840289137,-1.780559716402941,-1.759077702832287,-1.7048657342078757,0.057853185420103856,0.07092342435923447,0.08405354846414402,0.12303597860549233,0.13404150544045632,0.14556347549868962,2.9808060117505555,3.0101001735040165,3.102892220704098,True,4057.931720352319,3528,3980.209258818624,3516,77.72246153369495,12,3282.4941059785892,231548.6741207405,0.3120024650763977,1163500,18400,962.8646172946319,1.1502074037279817
123161-M4_123161,123161,M4_123161,0.7994999885559082,195.6999969482422,21.0,99,20260929,11.133280356197883,11.159098073868794,11.18078779903895,-1.6964594362465992,-1.6729831343010593,-1.6478774997751566,0.05500783288370291,0.06956841308956874,0.0828104510504883,0.2453215959287342,0.25902125507101437,0.27638027614969163,3.726328262401132,4.0025371130631475,4.270054381738226,True,4213.192744915329,3633,4176.469191752983,3621,36.72355316234673,12,3944.659999894857,237909.24562305998,0.2762541416068296,1306500,20600,1138.6623260322958,1.1597007280251388
124231-M4_124231,124231,M4_124231,0.6771000027656555,211.0,34.5,37,20260867,11.216967841530009,11.225166153625846,11.232479937048563,-1.8778136201111142,-1.854789466391109,-1.831369797527121,0.24469627146346318,0.26109650001396656,0.2740721885074882,0.19323629675911508,0.20425010459978074,0.21229163276819266,2.8872499973788255,2.9135959316853337,2.950588314281759,True,4463.282732886348,3578,4359.680371720715,3566,103.60236116563298,12,3613.822542521472,231689.45500466364,0.3006500815978296,1267500,20000,1031.8073778934777,1.2474239052225677
124875-M7_124875,124875,M7_124875,0.6025999784469604,168.3000030517578,31.5,46,20260876,10.816725501270982,10.823855310348694,10.834941035910367,-1.7027670619243813,-1.6798722593594828,-1.6613176036089308,0.07872749057350191,0.09097254189914808,0.10436274112928967,0.1099040708189515,0.12070720354472822,0.1298097626926079,2.8429991859114745,2.8823952387658256,2.983712523124052,True,4002.8260775990125,3502,3972.3133548933974,3490,30.512722705615015,12,3702.906938749217,229775.12741261962,0.2574229613287262,1196000,18900,974.0205294825137,1.1430114442030304
125213-M4_125213,125213,M4_125213,0.6772000193595886,245.89999389648438,27.899999618530273,67,20260897,11.010619207515628,11.018227967570983,11.024350074500662,-1.8928393950913893,-1.8792111792488295,-1.8643656031029547,-0.08116841809179004,-0.0669544300828232,-0.05506303205568318,0.19475015592949682,0.20455796771021117,0.21565636322676177,2.997189714965752,3.0092992640011103,3.0467771412387052,True,4248.414883240429,3470,4119.538832955996,3458,128.87605028443267,12,3693.1459160210725,226654.2925635451,0.25462875308354144,1131000,17900,915.7007700549439,1.2243270556888843
126153-M1_126153,126153,M1_126153,0.6822999715805054,115.0,10.300000190734863,157,20260987,10.606136023593741,10.702735809431555,10.735536386266254,-1.6118088655836418,-1.5584379379252988,-1.511808091234823,0.0740789388485139,0.09434937342412054,0.12099247026658733,0.48301840374926774,0.5051325010523516,0.5255219319625464,3.11243645214445,4.415815931284861,4.8446437970892955,True,4106.297013347721,3505,4071.785711660411,3493,34.51130168731008,12,3583.0807660712912,231033.15572619325,0.18913637419970847,1124500,17800,997.8881296766922,1.1715540694287363
126578-M1_126578,126578,M1_126578,0.7504000067710876,169.39999389648438,15.100000381469727,127,20260957,11.288747270828212,11.338582862537681,11.386748910325247,-1.7967694710229338,-1.7647014134230623,-1.708903969287507,-0.013314421999613534,0.01788314541765415,0.037315464758868,0.2676815782660341,0.282821758597248,0.2980538271768124,4.326854528961,4.809341348676615,5.455183712542945,True,4276.918447350793,3557,4133.538757646791,3545,143.37968970400215,12,3749.0848267003744,229956.32744049502,0.18365241289812348,1124500,17800,965.2383370995522,1.2023948404134925
127946-M5_127946,127946,M5_127946,0.9387000203132629,199.8000030517578,5.900000095367432,180,20261010,11.422616668557117,11.44703469092659,11.47812439986134,-1.314905825198279,-1.2677578454591236,-1.2449213944105522,-0.15118058337978507,-0.12120417362624858,-0.09477993507504943,0.3342518479647628,0.35614134180223955,0.38491270247258974,4.008208814135444,4.24494136178965,4.530902501419187,True,3813.0786765634507,3782,3785.8012397635457,3770,27.277436799904905,12,4135.097406743562,247073.58191193562,0.22403492733830233,1176500,18600,984.0115783438087,1.0082175242103255
128311-M5_128311,128311,M5_128311,0.7303000092506409,276.20001220703125,26.0,72,20260902,11.384006299486646,11.399462690281638,11.415054031665157,-1.8247996656172243,-1.8026885198854417,-1.7820487754433592,-0.1261392111170236,-0.11556998409530281,-0.10510058140479482,0.3192635352569767,0.33118411234660694,0.3444427524394732,3.7737566191276644,3.9985270229988106,4.2384046821120975,True,4245.465819366601,3693,4127.222196447376,3681,118.24362291922495,12,4321.981869621763,240839.47142055546,0.2844939167394249,1228500,19400,1063.1169926682487,1.1495981097662067
129596-M2_129596,129596,M2_129596,0.6955999732017517,184.89999389648438,18.600000381469727,113,20260943,10.762011113527192,10.798862025703162,10.830656167384177,-1.78540704170215,-1.7625783455433854,-1.735844983476406,0.03474442388019995,0.05046423607212877,0.0677434801950695,0.13588898117340623,0.1477628448448064,0.16265229630179767,3.01634669592002,3.5725102339226478,3.997532205372877,True,3825.3507614946716,3575,3738.020952682596,3563,87.32980881207533,12,3851.131854255343,236090.55683812825,0.26026714962120767,1085500,17200,937.1426359442994,1.0700281850334745
130005-M2_130005,130005,M2_130005,0.8341000080108643,246.10000610351562,18.200000762939453,115,20260945,11.36717665988628,11.392496512355919,11.406188990902628,-1.5669939936782626,-1.5341711619727558,-1.5028506296823985,0.09203491064218061,0.10761332751860354,0.1271133547463751,0.13163626435521525,0.1471311878774442,0.16436146610518793,4.313280002432676,4.765534236535554,4.940299020056519,True,3841.413560323081,3381,3747.0850894830555,3369,94.3284708400258,12,3916.4089309515157,219185.87803947332,0.2834058070719016,1157000,18300,981.0231465287507,1.136176740704845
130052-M1_130052,130052,M1_130052,0.6040999889373779,208.5,44.29999923706055,9,20260839,11.37681239839169,11.388335734870054,11.397297004073323,-1.653715991591418,-1.639485766329292,-1.6272494023326145,0.017154823687821903,0.025741565550543646,0.035215498065766605,0.1420477230690478,0.14933731679864104,0.15664581001519448,6.14684141961821,6.271914935630626,6.334304158092974,True,3762.6464058674246,3602,3678.2147770007514,3590,84.4316288666734,12,3046.6012191135746,234625.26483008577,0.28230741968925377,1209000,19100,1017.806756994687,1.0445992242830162
133240-M1_133240,133240,M1_133240,0.7282000184059143,130.60000610351562,11.399999618530273,152,20260982,10.705504747640383,10.716838435966316,10.738998948550266,-1.7196646529912583,-1.6859304601212406,-1.6602658789546225,-0.06315590212164189,-0.0417702694958008,-0.025298678884759413,0.3760478980996296,0.3989424590679176,0.41862200008973316,3.0036436173519183,3.067199225529903,3.3753306640002285,True,3863.9595509824194,3572,3833.1069820270673,3560,30.85256895535204,12,3519.0256190086875,236708.77224853364,0.19742592422213723,1137500,18000,934.4559247400612,1.0817355965796247
133501-M2_133501,133501,M2_133501,0.729200005531311,211.5,57.70000076293945,4,20260834,11.173432075482012,11.18042894030388,11.187963925735023,-1.970555024557646,-1.9533276772392862,-1.9348102219741428,0.04316635587682257,0.05331206934488013,0.06487487197034973,0.13483793911862352,0.14359799283400898,0.15065752956797065,2.640709259748832,2.66320072250992,2.690767178950275,True,3956.025824772435,3594,3850.262328098119,3582,105.76349667431606,12,3181.383729136269,233032.42450902893,0.18629885762629106,1235000,19500,1003.5230579655617,1.1007306134592196
134021-M2_134021,134021,M2_134021,0.7493000030517578,239.39999389648438,25.799999237060547,74,20260904,11.068413022600328,11.07687149135503,11.087106394767734,-1.699363356558183,-1.676341441684375,-1.649158874411821,0.07174802071949425,0.0862756635007841,0.10055354166536488,0.3357035002659584,0.350257765863189,0.36393675533786973,2.523852976414336,2.5749659014282713,2.658480515246075,True,3851.058043704865,3570,3748.4499278542576,3558,102.60811585060779,12,3714.128065420704,234251.51192032217,0.3106197900925615,1267500,20000,1062.5432662647218,1.0787277433346962
134391-M2_134391,134391,M2_134391,0.6834999918937683,247.8000030517578,44.599998474121094,8,20260838,11.100717597534913,11.10856815500026,11.117534550920979,-1.9785093158288494,-1.964571104814547,-1.9499171116817975,0.06976667971870167,0.08118196649590279,0.09126218769392881,0.14020165862446385,0.14676672602068908,0.15468866083497143,2.995362087586984,3.002802390539987,3.0227073411204395,True,4289.49995296585,3579,4054.539149240684,3567,234.96080372516633,12,3294.709630322543,233513.94928043545,0.27286151067468545,1248000,19700,1047.5348759554327,1.1985191262827186
139423-M1_139423,139423,M1_139423,0.7494999766349792,187.10000610351562,28.100000381469727,66,20260896,10.963314442597603,10.973169681378465,10.98385086950794,-1.7361419224653776,-1.705798780541104,-1.6733178068699268,0.1617407892761899,0.17971444817119214,0.20129436915576882,0.3067664120128132,0.32586475089567823,0.34734583647902656,2.162879425845932,2.2506138774059394,2.3459193743733975,True,4018.6934634740956,3468,3971.646933352825,3456,47.04653012127052,12,3632.741373062763,226817.0396276142,0.29801683082715924,1209000,19100,1025.1667917827144,1.1587928095369364
139662-M2_139662,139662,M2_139662,0.6705999970436096,206.0,17.299999237060547,119,20260949,11.026426634750068,11.044639025811366,11.062991591636415,-1.3001119741774407,-1.2689372083978134,-1.2464771315252299,0.016550521173842238,0.04115431053982691,0.06821470259074498,0.33247223017513455,0.3548997653840217,0.3769198523300629,5.006765243924458,5.206391123805702,5.371879463779227,True,9255.6407329561,3442,9209.158489421254,3430,46.4822435348468,12,3663.35047189035,222329.40737424293,0.24569063958383602,1339000,21100,1119.0085107591003,2.6890298468785883
143127-M7_143127,143127,M7_143127,0.696399986743927,184.60000610351562,12.199999809265137,150,20260980,10.866043249193284,10.88840848175328,10.928536916363486,-1.947137960072468,-1.8982078528545057,-1.8523387652854726,0.33206384509693276,0.36338589626382345,0.4011169302585443,0.21783297089909762,0.24036210417926912,0.26510039663480867,3.0108211837094707,3.2901099074269506,3.980855205183462,True,4297.720013927698,3549,4257.8693295108715,3537,39.850684416827235,12,3371.6897607780916,231463.35293075338,0.257820935555446,1001000,15900,848.6708482727408,1.2109664733524086
145276-M8_145276,145276,M8_145276,0.7505519986152649,161.3000030517578,17.200000762939453,120,20260950,10.874515366547307,10.883828499324132,10.892596178271889,-2.002243073478403,-1.9438833647650093,-1.8994704046666793,0.31523759257711703,0.3369921146532404,0.3622670182562123,0.11576017425528398,0.12683260167534088,0.1401426830956425,2.9089597579911812,2.963464826153462,3.0068749164177437,True,3892.1640935762157,3528,3870.6235345520063,3516,21.54055902420924,12,3610.7935554276755,231300.547664079,0.28424758001040784,1079000,17100,868.8406355204061,1.1032211149592448
146213-M7_146213,146213,M7_146213,0.6875,165.6999969482422,19.200000762939453,106,20260936,10.939455511152477,10.949921114087712,10.965124042101232,-1.8343000724386571,-1.8083855518028915,-1.7792260213373496,0.28265163109014485,0.3008825033951599,0.32019944140497053,0.2205125345232851,0.23325970116250533,0.2444311509730698,2.9917279695583905,3.027474591129768,3.2054510593114602,True,4009.3248405654917,3569,3970.259232572989,3557,39.06560799250311,12,3603.368720437639,233596.16097015448,0.18333870044690262,1124500,17800,917.7743647797033,1.1233748502565122
147270-M7_147270,147270,M7_147270,0.8472999930381775,230.39999389648438,20.799999237060547,100,20260930,11.397813869153264,11.41131141502238,11.423391250915703,-2.195423972256553,-2.1706873922993144,-2.1437032635945665,-0.17218922978089818,-0.15710761474190788,-0.14290440352173686,0.3639651695525973,0.3786286698067154,0.39543581682811046,4.439130256778155,4.5122009762995,4.601492830655524,True,4324.0093261692045,3855,4245.996218978642,3843,78.01310719056282,12,4084.926359439403,252616.0152989183,0.21093607490672986,1248000,19700,1024.3400855977088,1.1216626008221025
147539-M8_147539,147539,M8_147539,0.6958330273628235,136.5,30.5,54,20260884,11.038873594044668,11.056136322797023,11.070315540200658,-1.8029569075751168,-1.7859210504086445,-1.7714782557140905,0.05101756579966447,0.061268550836765384,0.07176902339964024,0.14611707465218332,0.15539304885650013,0.16221584618224338,3.7625789172941535,3.943406591849172,4.148784674424327,True,4325.790161958929,3570,4241.08719771589,3558,84.70296424303928,12,3849.378401738224,234014.67466305287,0.23337853455286225,1254500,19800,1076.6074744714424,1.211705927719588
147849-M7_147849,147849,M7_147849,0.677299976348877,231.0,29.799999237060547,56,20260886,11.079553327224946,11.087582919973354,11.09617182137429,-1.8851808146293652,-1.868368539017074,-1.853062345826968,0.03598015639659814,0.05040327341616013,0.06578243322418324,0.23187561566548454,0.24386691708990013,0.25469023631524507,2.996094336485399,3.0061638086988234,3.050006536645148,True,4266.770225474862,3572,4110.8421025432945,3560,155.92812293156712,12,3246.852845947233,232851.65414117742,0.1978956797179366,1176500,18600,955.5522103197873,1.1945045424061764
148698-M8_148698,148698,M8_148698,0.6755419969558716,144.60000610351562,33.0,41,20260871,10.660719630768813,10.667662559662514,10.674783414838213,-1.676132084040271,-1.656197417270925,-1.6323195677143718,0.3268455503596651,0.34396738083371803,0.35852019563855736,0.1806369465890175,0.18889941795794657,0.19787784171445424,1.6327327705602166,1.647140161761108,1.6589831014084866,True,3864.9053222377315,3599,3844.269381349046,3587,20.63594088868546,12,3546.4635376218853,236856.2025995204,0.24616188180537876,1209000,19100,982.4360759416595,1.0738831125973136
150848-M8_150848,150848,M8_150848,0.7011280059814453,270.5,40.900001525878906,14,20260844,11.101468299771529,11.10905363693735,11.115508014891118,-1.8359757917452737,-1.8246300079898679,-1.8136420437237066,0.03288391640141056,0.045466848948971406,0.05862317847335168,0.1333288303262606,0.14006274438894878,0.14732066107800967,3.002343454388842,3.0111712544792146,3.0467315667299326,True,4054.7078823642564,3588,3945.2444784970003,3576,109.46340386725635,12,3637.777562181169,234700.4908065533,0.3265780125885923,1183000,18700,950.297685297206,1.1300746606366379
152125-M7_152125,152125,M7_152125,0.7871000170707703,163.5,16.0,124,20260954,11.081189918651367,11.090026254968489,11.099667923097872,-2.187716057265025,-2.1463806224581177,-2.090267045310468,0.17967517778677655,0.2123437651500663,0.23911289877587963,0.5609724349899036,0.5846578028646149,0.6088076486862121,2.96372839448062,2.9977103155129274,3.051660796575764,True,4095.949146170768,3620,3966.083637328162,3608,129.86550884260643,12,3597.0648424678616,236775.6505756599,0.24766788775097395,1137500,18000,919.6440420979634,1.1314776646880575
156118-M8_156118,156118,M8_156118,0.8295459747314453,211.8000030517578,11.0,155,20260985,11.048497514679678,11.059766195766645,11.078938428310638,-1.8378630888430476,-1.8001556167721549,-1.7532975848262005,0.09294699031777637,0.11795962325505241,0.1430827531244388,0.28453805484605543,0.3041502093233863,0.3244284792094916,2.783012368004854,2.8527538475165772,3.1125792941170745,True,3976.8757445797046,3421,3944.5854517743373,3409,32.2902928053672,12,3353.753565433066,223412.16051686142,0.25211861392559226,1033500,16400,847.0414558844641,1.1624892559426205
160400-M8_160400,160400,M8_160400,0.6031960248947144,200.1999969482422,44.29999923706055,10,20260840,11.127895469619986,11.144664384776467,11.16861847518196,-1.515515403472122,-1.500394952277541,-1.464247925271405,0.03517703556544107,0.0462418608128845,0.05768284103114519,0.15282434265204997,0.15957396866509507,0.16850892264219897,3.0305090593313286,3.268559689606526,3.6109698885189943,True,3923.1835987535874,3570,3850.3813161961025,3558,72.8022825574851,12,3441.4613029801544,232617.7444633307,0.23750975665500743,1241500,19600,1067.9826121516526,1.0989309800430216
161113-M8_161113,161113,M8_161113,0.8911049962043762,212.60000610351562,12.600000381469727,145,20260975,11.409752267807807,11.431293389665512,11.443637466977993,-1.6420199755926645,-1.618315468124518,-1.5743864303435642,-0.1382882429033741,-0.12476528084973254,-0.11200117436832167,0.5691457378683349,0.5829039941345932,0.5997324478711509,4.421548303249148,4.611801759370936,4.65603140140729,True,4279.137528838128,3811,4128.589566786831,3799,150.54796205129722,12,3450.12647314973,250566.98544586054,0.26435799075780075,1267500,20000,1005.9737727306783,1.1228385014007158
161346-M8_161346,161346,M8_161346,0.6566219925880432,218.89999389648438,40.5,15,20260845,11.165548704165033,11.18388367903728,11.20070790319193,-1.6420995839294819,-1.628301830654121,-1.6127026288917758,-0.018697191917587053,-0.008644853441032281,0.00018171603647297935,0.11147921169476642,0.1194915093264032,0.12845586171114928,3.9410654345497913,4.167408021774337,4.341172860673811,True,3927.129713524659,3459,3880.2058217976682,3447,46.92389172699093,12,3347.966102267644,225817.18212018712,0.3037168906273417,1261000,19900,1121.7221763981506,1.13533671972381
162149-M8_162149,162149,M8_162149,0.7034350037574768,268.70001220703125,40.5,16,20260846,11.182821112703657,11.200130767598276,11.216209745233293,-1.798078035703313,-1.7829264833028602,-1.7684675220788246,-0.11726925524818341,-0.10873365037515217,-0.10037045245077891,0.19452360580358835,0.20202664924018288,0.20998395496969177,3.48154667288808,3.7392656540182996,3.9395140637306265,True,3833.536033162248,3506,3763.5107628507717,3494,70.02527031147594,12,3347.4119287925087,229725.27833536008,0.22829939712866654,1228500,19400,1049.0689360918477,1.0934215724935106
162587-M7_162587,162587,M7_162587,0.786899983882904,187.5,12.600000381469727,144,20260974,10.86522740764795,10.9113882960255,10.93816562917539,-1.543087616193368,-1.4534732524357026,-1.3437437690397198,0.2372220308363728,0.27303031635249,0.3105005245113175,0.844891602521405,0.8704260205866203,0.8946177230694076,1.7219249555180096,2.1796563307648573,2.3746533769615166,True,4557.709829203049,3556,4477.583753309502,3544,80.12607589354718,12,3669.9088328977873,232742.5691932166,0.27663450540084283,1157000,18300,975.0737196570262,1.2816956775036694
163989-M8_163989,163989,M8_163989,0.7582690119743347,264.0,19.0,111,20260941,10.963452068693623,10.971409932644091,10.978767807161072,-1.580206294336853,-1.5621969853394666,-1.5457218754877275,-0.13371477229127188,-0.12048440723154616,-0.10405095398972661,0.28245040986764813,0.2981720850320767,0.3140373813410897,2.9953767802929745,3.0060822867542467,3.041017964260062,True,3989.32494186478,3630,3951.768597497016,3618,37.55634436776416,12,3328.6584710565967,239566.45733192514,0.2589206172664043,1176500,18600,935.81934240181,1.098987587290573
165871-M5_165871,165871,M5_165871,0.7031000256538391,184.8000030517578,25.0,77,20260907,11.021128797606275,11.028844319908963,11.036980737912204,-1.757752242450216,-1.7246539700465355,-1.701491005374542,-0.043383648537237335,-0.028606283658715398,-0.010751302171904077,0.13499214071854165,0.14598744890303003,0.15514715241063198,2.785781309483553,2.8185893647385543,2.8741759077428664,True,3859.4638875068595,3472,3802.318236754264,3460,57.1456507525954,12,3555.8438200985543,226664.29814822867,0.22169250487831496,1163500,18400,940.6915762741119,1.1115967417934502
166634-M6_166634,166634,M6_166634,0.8526999950408936,182.10000610351562,7.300000190734863,170,20261000,11.244761534154172,11.255157907522833,11.26595566412688,-2.902956232481827,-2.8618780815077587,-2.820104855099311,-0.18435023783717722,-0.1484987265828398,-0.09524593382545934,0.6771269789539132,0.7101312909956351,0.7512777269884865,5.698386343980727,5.731005512903206,5.741262673848921,True,4068.097889433742,3530,3956.8479581042143,3518,111.24993132952751,12,3371.5081413332846,229740.42812441208,0.185212437965986,1033500,16400,836.2773605072871,1.1524356627291052
167056-M5_167056,167056,M5_167056,0.8932999968528748,227.0,8.100000381469727,167,20260997,11.179887968671482,11.208112868982191,11.230597878091622,-2.064517332530173,-2.006260177091136,-1.9264582485975577,-0.19136633457200014,-0.17577291109557472,-0.15714265010755935,0.46126095052492455,0.48411519435893413,0.5020484383137673,4.210712381099055,4.491535618812257,4.64542426866914,True,4112.126175498129,3808,4063.6623789593755,3796,48.46379653875334,12,3440.8172672365667,251057.97383894105,0.21461848229547054,1079000,17100,910.7201966354623,1.0798650670950969
172669-M5_172669,172669,M5_172669,0.6036999821662903,223.8000030517578,105.0,0,20260830,11.10236450407694,11.109538461848217,11.117713001275206,-1.7322845686033137,-1.7215400558651106,-1.7090075560251639,0.12135008952479522,0.13432479855262747,0.14889549670622845,0.005875558754338621,0.010719761055746851,0.016026288305974044,1.6530251829730191,1.665577916441225,1.7073193856062816,True,3995.5021340607495,3614,3825.8781560263456,3602,169.6239780344042,12,3161.539116474917,232729.29071411278,0.2317589068047571,1183000,18700,995.3789228480309,1.1055622949808384
173928-M5_173928,173928,M5_173928,0.9589999914169312,179.6999969482422,13.300000190734863,140,20260970,11.514303887803875,11.523673939323636,11.534270117289452,-1.5067594655296965,-1.4677979086551016,-1.4195214542459553,-0.19069780637954997,-0.17226245387842215,-0.14921838891842568,0.699916029664262,0.7183751160994819,0.7350636055785648,2.9057417550625733,2.9458798494154212,2.992793407092171,True,3773.9855742631594,3848,3629.196385390634,3836,144.78918887252541,12,3816.7586900294637,250192.96910999654,0.23239716695879034,1495000,23500,1186.121167234145,0.9807654818771204
180774-M12_180774,180774,M12_180774,0.6782490015029907,149.0,22.200000762939453,91,20260921,10.89010885754139,10.940473098039526,10.971177700993952,-1.577947186366155,-1.5597775661267743,-1.5351599408797054,-0.060547081654070474,-0.04282764202962864,-0.025744334643316324,0.1875820541643044,0.2039122462903401,0.21568501089412692,3.3024798112491065,4.021726417014746,4.351959983301912,True,4110.842911555308,3396,4068.8365528683453,3384,42.006358686963125,12,3614.0278633616076,222042.58090681903,0.19629394120473057,1183000,18700,1029.5596920698881,1.2104955569950848
181421-M12_181421,181421,M12_181421,0.9584800004959106,270.0,11.300000190734863,154,20260984,11.311432950235321,11.37030125417607,11.409682481662768,-1.863220761989928,-1.8069327977079261,-1.7348486024055558,-0.1756422491689409,-0.155678023007369,-0.13758628790633903,0.3317253119700622,0.3678180938773533,0.39861156122167024,3.334476160489079,3.854116145613509,4.146487300113768,True,4449.200029296214,3812,4400.815918571627,3800,48.3841107245875,12,3414.1346738669563,250817.92253466477,0.20439578456314658,1150500,18200,962.637679153122,1.1671563560588178
181945-M12_181945,181945,M12_181945,0.6795139908790588,254.1999969482422,61.79999923706055,3,20260833,11.275679404652042,11.283858190549335,11.289756117884343,-1.8104507786897328,-1.7918575130116514,-1.7723282455003329,-0.14516237646292246,-0.1349138764730059,-0.12393726439618681,0.18155008779797221,0.19159757793214788,0.20131351379579412,2.757971566109112,2.7777093079623016,2.804403201462436,True,3892.5822026369406,3444,3735.8499309259296,3432,156.7322717110108,12,3961.415115062433,222965.6578905,0.19389846548438205,1300000,20500,1080.1637594606727,1.1302503491977178
182890-M12_182890,182890,M12_182890,0.7444409728050232,240.89999389648438,16.799999237060547,122,20260952,11.290300742449851,11.319746179330753,11.348582768565423,-1.8631624820146995,-1.8309741697191435,-1.7977648529469155,0.0012512131774934155,0.023692182613490056,0.046513383216525976,0.4446433782729406,0.4631143457105127,0.4818509907110189,3.5497460447359455,3.9189871847916136,4.315275319192109,True,4358.455431671964,3581,4239.797508992122,3569,118.65792267984179,12,4064.9915142932787,232847.21172800747,0.29153072059901175,1085500,17200,923.9294473202899,1.2171056776520426
184916-M12_184916,184916,M12_184916,0.6794000267982483,257.70001220703125,30.399999618530273,55,20260885,11.422563541444086,11.442653665162823,11.456987719237967,-1.4476168596588377,-1.39673183528059,-1.3479898033367856,0.01598351312021183,0.04760707409535203,0.07545518968940738,0.10918877588773213,0.12751880365130797,0.14916661628057834,5.809739783246633,6.01678823871436,6.086592376099432,True,3899.717812162328,3595,3820.6748446542347,3583,79.042967508093,12,3537.5350201021665,231818.75490943913,0.28505862502614593,1137500,18000,947.1575319822878,1.0847615611021775
185631-M12_185631,185631,M12_185631,0.9253259897232056,95.9000015258789,4.900000095367432,182,20261012,10.924846582267795,10.943123774326661,11.005157610309643,-1.4162267949677791,-1.346568832385596,-1.2842128185842265,0.06880881439352321,0.10486989145471734,0.140337721558182,0.09751077421390396,0.12329619489396682,0.15375647368982914,2.723828226004139,2.863599521505507,3.6768649593647087,True,6951.400893119873,3852,6927.5148740518325,3840,23.886019068040362,12,3319.171047246112,250941.64365853398,0.23277566238409372,1092000,17300,884.0828679315746,1.804621207975045
