spect_id,catalogue,band,wavelength_angstrom,sedpy_filter,filter_in_sedpy_jax,catalogue_flux_ujy,catalogue_error_ujy,aperture_to_total_mag,ebv,zero_point_mag,total_scale,total_flux_ujy,total_error_ujy
M10_233129,farmer,r,6219,hsc_r,True,22.28641232059558,0.01193002759161846,0.0,0.017000000923871994,0.081,0.9681439595125936,21.576455467391654,0.011549984149643987
M10_233129,cosmos2015,r+,6305,subaru_suprimecam_rp,True,14.59000015258789,0.14000000059604645,-0.47600001096725464,0.017000000923871994,-0.012,1.5981969876443698,23.317694293596862,0.2237475792228114
M10_233129,classic,r+,6305,subaru_suprimecam_rp,True,10.312405583785427,0.017761403144859397,-0.8795999884605408,0.017000000923871994,0.044,2.250454821342065,23.207602865664747,0.03997123534114894
M10_233129,classic,i,7699,hsc_i,True,26.521626746091794,0.05593856498695288,-0.8795999884605408,0.017000000923871994,0.102,2.1112390078327987,55.993492937530654,0.11809968044264492
M10_233129,farmer,i,7699,hsc_i,True,57.4275555803063,0.01367277100752215,0.0,0.017000000923871994,0.018,1.0146059528138156,58.26633974732503,0.013872474855692124
M10_233129,cosmos2015,i+,7693,subaru_suprimecam_ip,True,35.029998779296875,0.17000000178813934,-0.47600001096725464,0.017000000923871994,0.02,1.628973272405683,57.06293174387831,0.2769254592217973
M10_233129,classic,i+,7693,subaru_suprimecam_ip,True,25.515273735444225,0.035250653368137826,-0.8795999884605408,0.017000000923871994,0.058,2.1986391128741816,56.098878810439,0.07750346524955783
M10_233129,classic,z,8894,hsc_z,True,37.722462599364135,0.07747838860667058,-0.8795999884605408,0.017000000923871994,0.09,2.1197019766393854,79.96037853557745,0.16423109347639409
M10_233129,farmer,z,8894,hsc_z,True,82.47459478253785,0.02099647934253989,0.0,0.017000000923871994,0.019,1.006548739732435,83.01469943830674,0.021133979821051634
M10_233129,cosmos2015,z++,9054,subaru_suprimecam_zp,True,58.20000076293945,0.09000000357627869,-0.47600001096725464,0.017000000923871994,-0.084,1.4684405297617793,85.46323995246676,0.1321596529301127
M10_233129,classic,z++,9054,subaru_suprimecam_zp,True,40.64431292417857,0.0389321874465467,-0.8795999884605408,0.017000000923871994,0.101,2.0965071784091274,85.21109380704725,0.08162161045285488
