spect_id,catalogue,band,wavelength_angstrom,sedpy_filter,filter_in_sedpy_jax,catalogue_flux_ujy,catalogue_error_ujy,aperture_to_total_mag,ebv,zero_point_mag,total_scale,total_flux_ujy,total_error_ujy,total_flux_ujy_2015,total_error_ujy_2015,flux_ratio,error_ratio
M14_39865,cosmos2025,J,12525,vista_vircam_J,True,14.54262087,0.10768519,0.0,0.014999999664723873,0.0,1.0121245306672477,14.718943322720472,0.1089908223885634,13.5094689834493,0.13577355458783052,1.0895278963779347,0.8027396993429847
M14_39865,classic,H,16466,vista_vircam_H,True,13.103875245172718,0.04127637371038413,-0.36739999055862427,0.014999999664723873,-0.043,1.4707352301128345,19.272330974078972,0.06070661698716516,19.58958323006444,0.210013408071901,0.9838050533153468,0.2890606725756358
M14_39865,farmer,H,16466,vista_vircam_H,True,19.065140965764314,0.018310494120336685,0.0,0.014999999664723873,-0.049,1.054324987570091,20.100854511751496,0.0193052114858262,19.58958323006444,0.210013408071901,1.026099140327927,0.0919237093624841
M14_39865,cosmos2025,H,16466,vista_vircam_H,True,21.20663296,0.12105244,0.0,0.014999999664723873,0.0,1.0078003374709181,21.372051853709895,0.12199668988367807,19.58958323006444,0.210013408071901,1.0909906353142762,0.5808995292429653
M14_39865,classic,Ks,21557,vista_vircam_Ks,True,18.526794868625174,0.06194162548728053,-0.36739999055862427,0.014999999664723873,0.0,1.409749978737674,26.118148672121585,0.08732220521367069,26.819574148579026,0.18785857656430038,0.9738465095466624,0.4648294840229558
M14_39865,farmer,Ks,21557,vista_vircam_Ks,True,27.214484348978722,0.027118077432884035,0.0,0.014999999664723873,0.0,1.0050371158792573,27.351566860238762,0.027254674331336142,26.819574148579026,0.18785857656430038,1.0198359865340338,0.14508080935025816
M14_39865,cosmos2025,Ks,21557,vista_vircam_Ks,True,30.925239,0.15648158,0.0,0.014999999664723873,0.0,1.0050371158792573,31.081013012436728,0.15726979585142928,26.819574148579026,0.18785857656430038,1.1588928608727922,0.8371712312937645
M14_39865,classic,ch1,35686,spitzer_irac_ch1,True,30.210639053143417,0.05648480451247654,0.0,0.014999999664723873,-0.067,1.066031671541966,32.205498048173475,0.06021459057115655,29.754857669995914,0.14691339130520603,1.0823610183371413,0.40986454697014935
M14_39865,farmer,ch1,35686,spitzer_irac_ch1,True,27.489086560458592,0.013119556369893134,0.0,0.014999999664723873,-0.184,1.1873263543210757,32.63851692944578,0.015577195034975061,29.754857669995914,0.14691339130520603,1.0969138986121811,0.10602978323884807
M14_39865,cosmos2025,ch1,35686,spitzer_irac_ch1,True,26.88748671,0.36291522,0.0,0.014999999664723873,0.0,1.0022362521401602,26.947613909698767,0.3637267899374217,29.754857669995914,0.14691339130520603,0.9056542702562511,2.475790577741109
M14_39865,classic,ch2,45067,spitzer_irac_ch2,True,20.409848580159665,0.04267183508657473,0.0,0.014999999664723873,-0.091,1.0890986947772532,22.228339449253266,0.046473839896538735,20.28764566749368,0.1495403916976827,1.095658895742107,0.310777839812619
M14_39865,farmer,ch2,45067,spitzer_irac_ch2,True,19.60469440191946,0.011958880108712742,0.0,0.014999999664723873,-0.186,1.1886862458535867,23.30383058972447,0.014215356301038881,20.28764566749368,0.1495403916976827,1.1486710174095527,0.09506031206456418
M14_39865,cosmos2025,ch2,45067,spitzer_irac_ch2,True,18.28642458,0.18405939,0.0,0.014999999664723873,0.0,1.0015375520951952,18.314540910426608,0.18434239090073484,20.28764566749368,0.1495403916976827,0.9027435322261901,1.2327264146359156
M15_77632,classic,u*,3858,cfht_megacam_us_9301,True,0.13715142282399945,0.005397701828111222,-0.7110000252723694,0.014999999664723873,0.058,1.9451774729238112,0.26678385805669236,0.010499488001601623,0.30198767860726733,0.04982796595770653,0.8834263016526669,0.21071476227854619
M15_77632,farmer,u*,3858,cfht_megacam_us_9301,True,0.14184039327921602,0.004913364251801375,0.0,0.014999999664723873,-0.002,1.0679704131749883,0.15148134341530717,0.005247327650075531,0.30198767860726733,0.04982796595770653,0.5016143178884709,0.10530888727285015
M15_77632,classic,B,4488,subaru_suprimecam_B,True,0.2359175027005335,0.008539420363343599,-0.7110000252723694,0.014999999664723873,-0.069,2.1673900448293515,0.5113252467541379,0.01850825468412396,0.5598233665171305,0.050893030159883876,0.9133688897897967,0.3636697328883549
M15_77632,classic,V,5487,subaru_suprimecam_V,True,1.438400387080005,0.024336864695919454,-0.7110000252723694,0.014999999664723873,0.128,1.785950454959096,2.568911825718875,0.043464434575955314,2.6703330361592,0.0920804512125163,0.9620192653624203,0.4720267331840277
